Name,Rarity,Class,Type,Global release,Japan release,Global EZA release,Japan EZA release,Global EZA,Japan EZA,HP 55%,ATK 55%,DEF 55%,HP 100%,ATK 100%,DEF 100%,HP 55% EZA,ATK 55% EZA,DEF 55% EZA,HP 100% EZA,ATK 100% EZA,DEF 100% EZA,Categories,ID,Url
Engaged in a Fierce Fight Super Saiyan 3 Vegeta (GT),UR,Super,TEQ,2021-11-25,2021-11-25,na,na,No,No,10865,10431,7813,13465,13831,10813,na,na,na,na,na,na,"Super Saiyan 3, Pure Saiyans, Vegeta's Family, Worthy Rivals, Crossover, Gifted Warriors, Power Beyond Super Saiyan, Bond of Parent and Child",12198,https://dbz-dokkanbattle.fandom.com/wiki/Engaged_in_a_Fierce_Fight_Super_Saiyan_3_Vegeta_(GT)
Engraved Strength Vegito,UR,Super,STR,2017-12-15,2018-01-10,na,na,No,No,9346,10777,6865,12346,14177,9465,na,na,na,na,na,na,"Potara, Final Trump Card, Battle of Wits, Time Limit, Fused Fighters, Super Heroes",11239,https://dbz-dokkanbattle.fandom.com/wiki/Engraved_Strength_Vegito
Epitome of Sublime Beauty Goku Black,UR,Extreme,INT,2019-04-25,2018-11-29,na,na,No,No,14970,13040,6590,17970,16040,9590,na,na,na,na,na,na,"Realm of Gods, Potara, Future Saga, Transformation Boost, Time Travelers, Kamehameha (Category), Inhuman Deeds, Corroded Body and Mind, Accelerated Battle, Worldwide Chaos, Power Beyond Super Saiyan, Power of Wishes",11547,https://dbz-dokkanbattle.fandom.com/wiki/Epitome_of_Sublime_Beauty_Goku_Black
Era-Spanning Kamehameha Grandpa Gohan & Pan (GT),UR,Super,STR,2020-10-22,2020-10-22,2021-05-20,2021-04-28,Yes,Yes,8414,9109,5513,10214,11149,7073,10961,11784,7012,12761,13824,8572,"Joined Forces, Goku's Family, Kamehameha (Category), Bond of Parent and Child, Earth-Bred Fighters",12110,https://dbz-dokkanbattle.fandom.com/wiki/Era-Spanning_Kamehameha_Grandpa_Gohan_%26_Pan_(GT)
Eruption of Golden Ki Super Saiyan Goku,UR,Super,STR,2021-08-28,2021-08-28,na,na,No,No,12912,10427,6782,15912,13827,9382,na,na,na,na,na,na,"Pure Saiyans, Goku's Family, Super Saiyans, Kamehameha (Category), Turtle School, Bond of Friendship, Bond of Parent and Child, Earth-Bred Fighters",12296,https://dbz-dokkanbattle.fandom.com/wiki/Eruption_of_Golden_Ki_Super_Saiyan_Goku
Eternal Horror Legendary Super Saiyan Broly,UR,Extreme,PHY,2016-11-02,2016-07-07,2019-10-31,2019-07-11,Yes,Yes,12350,11500,5325,15750,14500,7925,13188,12024,5560,16588,15024,8160,"Movie Bosses, Pure Saiyans, Full Power, Target: Goku, Exploding Rage, Inhuman Deeds, Planetary Destruction, Legendary Existence, Power Beyond Super Saiyan",1746,https://dbz-dokkanbattle.fandom.com/wiki/Eternal_Horror_Legendary_Super_Saiyan_Broly
Everything At Stake Super Saiyan 2 Vegeta,UR,Super,AGL,2017-12-21,2017-02-20,2020-02-03,2019-07-30,Yes,Yes,11645,9938,6977,14245,12938,10377,14446,12243,8422,17046,15243,11822,"Resurrected Warriors, Majin Buu Saga, Pure Saiyans, Vegeta's Family, Worthy Rivals, Super Saiyan 2, All-Out Struggle, Connected Hope, Gifted Warriors, Mastered Evolution, Battle of Fate, Power Beyond Super Saiyan, Bond of Parent and Child, Power of Wishes",1989,https://dbz-dokkanbattle.fandom.com/wiki/Everything_At_Stake_Super_Saiyan_2_Vegeta
Evil Genius Demon God Demon God Salsa,UR,Extreme,TEQ,2020-11-19,2020-11-19,2022-11-22,2022-11-22,Yes,Yes,9740,8347,5803,11300,10387,7603,12201,10043,6982,13761,12083,8782,"Dragon Ball Seekers, Time Travelers, Terrifying Conquerors, Dragon Ball Heroes, Crossover",12089,https://dbz-dokkanbattle.fandom.com/wiki/Evil_Genius_Demon_God_Demon_God_Salsa
Evil Incursion Super Janemba,UR,Extreme,STR,2017-11-23,2017-04-28,2021-04-08,2021-01-07,Yes,Yes,13333,12793,7343,16333,16193,9943,16325,15642,8753,19325,19042,11353,"Movie Bosses, Transformation Boost, Corroded Body and Mind, Accelerated Battle",11087,https://dbz-dokkanbattle.fandom.com/wiki/Evil_Incursion_Super_Janemba
Evil Namekian Lord Slug (Giant Form),UR,Extreme,PHY,2018-11-12,2018-05-17,na,na,No,No,11134,10344,6351,14534,13344,8951,na,na,na,na,na,na,"Movie Bosses, Giant Form, Namekians, Dragon Ball Seekers, Terrifying Conquerors, Inhuman Deeds, Space-Traveling Warriors, Power of Wishes",11371,https://dbz-dokkanbattle.fandom.com/wiki/Evil_Namekian_Lord_Slug_(Giant_Form)
Evil Onslaught Buu (Super),UR,Extreme,PHY,2018-12-21,2018-06-22,na,2023-08-11,No,Yes,11400,8332,6458,13440,10132,8018,14841,10737,8231,16881,12537,9791,"Majin Buu Saga, Transformation Boost, Artificial Life Forms, Majin Power, Power Absorption, Heavenly Events, Sworn Enemies, Worldwide Chaos",11330,https://dbz-dokkanbattle.fandom.com/wiki/Evil_Onslaught_Buu_(Super)
Evil Paralysis Zangya,UR,Extreme,TEQ,2021-03-01,2020-11-30,na,na,No,No,12707,9770,7706,15307,13170,10706,na,na,na,na,na,na,"Peppy Gals, Resurrected Warriors, Time Travelers, Terrifying Conquerors, Space-Traveling Warriors, Storied Figures",12103,https://dbz-dokkanbattle.fandom.com/wiki/Evil_Paralysis_Zangya
Evil Pride Frieza (Final Form) (Angel),UR,Extreme,PHY,2021-01-04,2020-10-05,na,na,No,No,13915,14084,8063,17315,17084,10663,na,na,na,na,na,na,"Resurrected Warriors, Universe Survival Saga, Representatives of Universe 7, Transformation Boost, Full Power, Wicked Bloodline, Otherworld Warriors, Gifted Warriors, Time Limit, Mastered Evolution, Sworn Enemies",12050,https://dbz-dokkanbattle.fandom.com/wiki/Evil_Pride_Frieza_(Final_Form)_(Angel)
Evil Warrior with Forbidden Power Turles,UR,Extreme,PHY,na,2023-05-31,na,na,No,No,17685,10256,10963,21085,13256,13563,na,na,na,na,na,na,"Low-Class Warrior, Movie Bosses, Pure Saiyans, Terrifying Conquerors, Final Trump Card, Space-Traveling Warriors, Planetary Destruction",12675,https://dbz-dokkanbattle.fandom.com/wiki/Evil_Warrior_with_Forbidden_Power_Turles
Evil-Slashing Blade Trunks (Teen),UR,Super,STR,2022-05-09,2022-05-09,2022-05-09,2022-05-09,Yes,Yes,11938,8582,6112,13738,10622,7672,15560,11072,7769,17360,13112,9329,"Hybrid Saiyans, Future Saga, Time Travelers, Vegeta's Family, Androids-Cell Saga, Bond of Master and Disciple, Saviors, Battle of Wits, Entrusted Will, Earth-Bred Fighters",12363,https://dbz-dokkanbattle.fandom.com/wiki/Evil-Slashing_Blade_Trunks_(Teen)
Evil-Stained Androids Android 17 & Hell Fighter 17,UR,Extreme,STR,2023-05-31,2023-03-06,na,na,No,No,13335,13156,9513,16335,16556,12113,na,na,na,na,na,na,"Androids, Joined Forces, Artificial Life Forms, Target: Goku, Inhuman Deeds, Power Absorption, GT Bosses, Battle of Fate, Fused Fighters",12620,https://dbz-dokkanbattle.fandom.com/wiki/Evil-Stained_Androids_Android_17_%26_Hell_Fighter_17
Evolution to Match Strength Hit,UR,Extreme,STR,2020-05-15,2020-01-14,na,na,No,No,12538,10990,7744,15538,14390,10344,na,na,na,na,na,na,"Universe Survival Saga, Universe 6, Target: Goku, Rapid Growth, Space-Traveling Warriors, Legendary Existence, Accelerated Battle",11521,https://dbz-dokkanbattle.fandom.com/wiki/Evolution_to_Match_Strength_Hit
Exceptional Potential Ultimate Gohan,UR,Super,AGL,2016-08-12,2016-04-01,2019-08-19,2018-12-06,Yes,Yes,11092,9741,6188,13692,12741,9588,13742,11794,7254,16342,14794,10654,"Hybrid Saiyans, Majin Buu Saga, Goku's Family, Siblings' Bond, Revenge, Rapid Growth, Saviors, Powerful Comeback, Entrusted Will, Bond of Parent and Child, Earth-Bred Fighters, Power of Wishes",1669,https://dbz-dokkanbattle.fandom.com/wiki/Exceptional_Potential_Ultimate_Gohan
Exceptional Wisdom Piccolo,UR,Super,TEQ,2021-08-28,2021-08-28,na,na,No,No,11991,10962,6578,14591,14362,9578,na,na,na,na,na,na,"Resurrected Warriors, Planet Namek Saga, Namekians, Worthy Rivals, Bond of Master and Disciple, Saviors, Battle of Wits, Connected Hope, Gifted Warriors, Entrusted Will, Fused Fighters, Earth-Bred Fighters, Power of Wishes",12245,https://dbz-dokkanbattle.fandom.com/wiki/Exceptional_Wisdom_Piccolo
Expanding Possibility Hit,UR,Extreme,INT,2017-09-18,2017-07-25,na,na,No,No,11021,10132,6485,14021,13132,9485,na,na,na,na,na,na,"Universe Survival Saga, Universe 6, Target: Goku, Rapid Growth, Space-Traveling Warriors, Legendary Existence, Accelerated Battle",1710,https://dbz-dokkanbattle.fandom.com/wiki/Expanding_Possibility_Hit
Experience-Leveraging Role Master Roshi,UR,Super,PHY,2021-07-07,2021-01-29,na,na,No,No,9921,10935,6399,13321,13935,8999,na,na,na,na,na,na,"Universe Survival Saga, Representatives of Universe 7, Bond of Master and Disciple, Earthlings, Battle of Wits, Turtle School, Earth-Bred Fighters, Super Heroes",12161,https://dbz-dokkanbattle.fandom.com/wiki/Experience-Leveraging_Role_Master_Roshi
Expert in Justice Kahseral (Pride Troopers),UR,Super,PHY,2021-01-18,2020-07-16,2023-05-31,2023-03-06,Yes,Yes,8829,9242,5140,10869,11042,6700,11413,11966,6475,13453,13766,8035,"Universe Survival Saga, Joined Forces, Special Pose, Universe 11, Space-Traveling Warriors, Defenders of Justice",12017,https://dbz-dokkanbattle.fandom.com/wiki/Expert_in_Justice_Kahseral_(Pride_Troopers)
Explosive Evolution Turles,UR,Extreme,AGL,2018-08-13,2018-03-31,2022-08-15,2022-04-07,Yes,Yes,13410,12676,7825,16010,15676,11225,16959,15997,9637,19559,18997,13037,"Low-Class Warrior, Movie Bosses, Pure Saiyans, Terrifying Conquerors, Final Trump Card, Space-Traveling Warriors, Planetary Destruction",11357,https://dbz-dokkanbattle.fandom.com/wiki/Explosive_Evolution_Turles
Explosive Super Elite Vegeta,UR,Extreme,PHY,2019-07-09,2019-01-30,2021-04-15,2021-01-12,Yes,Yes,10396,10673,6495,13796,13673,9095,13228,13598,8011,16628,16598,10611,"Pure Saiyans, Dragon Ball Seekers, Vegeta's Family, Terrifying Conquerors, Inhuman Deeds, Space-Traveling Warriors, Gifted Warriors, Planetary Destruction, Accelerated Battle, Battle of Fate, Saiyan Saga",11649,https://dbz-dokkanbattle.fandom.com/wiki/Explosive_Super_Elite_Vegeta
Extermination Plan's Final Weapon Super Hatchiyack,UR,Extreme,PHY,2021-03-01,2020-11-30,na,na,No,No,9409,8744,5472,11449,10544,7032,na,na,na,na,na,na,"Artificial Life Forms, Revenge, Crossover",12043,https://dbz-dokkanbattle.fandom.com/wiki/Extermination_Plan%27s_Final_Weapon_Super_Hatchiyack
Extreme Ultimate Power Cooler,UR,Extreme,STR,2020-03-02,2019-10-31,2022-09-22,2022-09-22,Yes,Yes,14785,14142,7555,17785,17542,10155,19097,18237,9428,22097,21637,12028,"Movie Bosses, Transformation Boost, Wicked Bloodline, Terrifying Conquerors, Target: Goku, Final Trump Card, Space-Traveling Warriors, Planetary Destruction",11819,https://dbz-dokkanbattle.fandom.com/wiki/Extreme_Ultimate_Power_Cooler
"Farewell, Proud Warrior Majin Vegeta",UR,Extreme,TEQ,2016-08-22,2016-04-15,2020-11-13,2020-08-11,Yes,Yes,10670,9526,6008,13670,12526,9008,13249,11549,7010,16249,14549,10010,"Resurrected Warriors, Majin Buu Saga, Pure Saiyans, Vegeta's Family, Worthy Rivals, Super Saiyan 2, Final Trump Card, All-Out Struggle, Connected Hope, Corroded Body and Mind, Gifted Warriors, Power Beyond Super Saiyan, Bond of Parent and Child",1439,"https://dbz-dokkanbattle.fandom.com/wiki/Farewell,_Proud_Warrior_Majin_Vegeta"
Fate of the Universal Conflict in Her Hands Lagss,UR,Extreme,INT,2022-11-22,2022-11-22,na,na,No,No,8180,8033,6225,9980,9833,8025,na,na,na,na,na,na,"Peppy Gals, Resurrected Warriors, Time Travelers, Dragon Ball Heroes, Crossover, Space-Traveling Warriors",12546,https://dbz-dokkanbattle.fandom.com/wiki/Fate_of_the_Universal_Conflict_in_Her_Hands_Lagss
Fate-Changing Messenger Trunks (Teen),UR,Super,AGL,2022-03-01,2021-10-29,na,na,No,No,14060,14374,7628,16660,17374,11028,na,na,na,na,na,na,"Hybrid Saiyans, Future Saga, Time Travelers, Vegeta's Family, Androids-Cell Saga, Bond of Master and Disciple, Saviors, Battle of Wits, Super Saiyans, Transformation Boost, Entrusted Will, Earth-Bred Fighters",12311,https://dbz-dokkanbattle.fandom.com/wiki/Fate-Changing_Messenger_Trunks_(Teen)
Fateful Strike Super Saiyan God Goku,UR,Super,PHY,2017-08-23,2017-05-08,na,na,No,No,9855,8610,5735,11895,10410,7295,na,na,na,na,na,na,"Realm of Gods, Pure Saiyans, Movie Heroes, Goku's Family, Kamehameha (Category), Turtle School, Miraculous Awakening, Legendary Existence, Bond of Friendship, Accelerated Battle, Battle of Fate, Power Beyond Super Saiyan, Bond of Parent and Child, Earth-Bred Fighters, Power of Wishes",11074,https://dbz-dokkanbattle.fandom.com/wiki/Fateful_Strike_Super_Saiyan_God_Goku
Father and Son Limit-Breakers Barlot,UR,Super,STR,2017-11-06,2017-08-24,2022-02-08,2021-12-16,Yes,Yes,11021,10095,6531,14021,13495,9131,14064,12825,8059,17064,16225,10659,"Fusion, Crossover, Fused Fighters",11185,https://dbz-dokkanbattle.fandom.com/wiki/Father_and_Son_Limit-Breakers_Barlot
Fearful World Domination Demon King Piccolo,UR,Extreme,TEQ,2017-05-03,2017-02-09,na,2023-06-23,No,Yes,10280,8202,6033,11840,10242,7833,12916,10235,7436,14476,12275,9236,"Resurrected Warriors, Namekians, Full Power, DB Saga, Terrifying Conquerors, Gifted Warriors, Storied Figures, Legendary Existence, Sworn Enemies, Accelerated Battle, Worldwide Chaos, Battle of Fate, Power of Wishes",1797,https://dbz-dokkanbattle.fandom.com/wiki/Fearful_World_Domination_Demon_King_Piccolo
Fearless Hero Gamma 2,UR,Super,AGL,2022-10-28,2022-10-20,na,na,No,No,15075,12170,9875,17675,15170,13275,na,na,na,na,na,na,"Androids, Movie Heroes, Artificial Life Forms, Worthy Rivals, Special Pose, Defenders of Justice, Accelerated Battle, Super Heroes",12553,https://dbz-dokkanbattle.fandom.com/wiki/Fearless_Hero_Gamma_2
Ferocious Saiyan Prince Super Saiyan Vegeta,UR,Super,STR,2020-03-13,2019-10-25,na,na,No,No,10356,9333,5841,12156,11373,7401,na,na,na,na,na,na,"Pure Saiyans, Vegeta's Family, Super Saiyans, Worthy Rivals, Androids-Cell Saga, Battle of Wits, Gifted Warriors, Mastered Evolution",11796,https://dbz-dokkanbattle.fandom.com/wiki/Ferocious_Saiyan_Prince_Super_Saiyan_Vegeta
Feverish Battlefield Borgos (Giant Ape),UR,Super,PHY,2018-11-08,2018-08-21,na,na,No,No,11113,9727,6944,14513,12727,9544,na,na,na,na,na,na,"Low-Class Warrior, Giant Form, Pure Saiyans, Team Bardock, Giant Ape Power, Space-Traveling Warriors, Storied Figures",11326,https://dbz-dokkanbattle.fandom.com/wiki/Feverish_Battlefield_Borgos_(Giant_Ape)
Fictitious Universe's Strongest Beerus (Monaka Costume),UR,Super,PHY,2018-11-15,2019-05-14,na,na,No,No,7401,9030,5368,9441,10830,6928,na,na,na,na,na,na,"Realm of Gods, Representatives of Universe 7, Worthy Rivals, Space-Traveling Warriors",11541,https://dbz-dokkanbattle.fandom.com/wiki/Fictitious_Universe%27s_Strongest_Beerus_(Monaka_Costume)
Fierce Battle for Space and Time Super Saiyan Goku (Xeno),UR,Super,PHY,2021-11-25,2021-11-25,na,na,No,No,11069,11169,6784,14469,14169,9384,na,na,na,na,na,na,"Pure Saiyans, Time Travelers, Goku's Family, Super Saiyans, Kamehameha (Category), Dragon Ball Heroes, Crossover, Turtle School, Defenders of Justice, Bond of Parent and Child, Earth-Bred Fighters",12330,https://dbz-dokkanbattle.fandom.com/wiki/Fierce_Battle_for_Space_and_Time_Super_Saiyan_Goku_(Xeno)
Fierce Declaration of War Yamcha,UR,Super,INT,2019-04-02,2017-03-31,na,na,No,No,8509,7483,5005,10309,9283,6805,na,na,na,na,na,na,"Worthy Rivals, Earthlings, Turtle School, Earth-Bred Fighters",11050,https://dbz-dokkanbattle.fandom.com/wiki/Fierce_Declaration_of_War_Yamcha
Fierce Focused Attack Hyper Meta-Rilldo,UR,Extreme,AGL,2020-04-29,2019-12-05,na,na,No,No,11975,11800,7013,14575,14800,10413,na,na,na,na,na,na,"Artificial Life Forms, Terrifying Conquerors, GT Bosses",11524,https://dbz-dokkanbattle.fandom.com/wiki/Fierce_Focused_Attack_Hyper_Meta-Rilldo
Fight for Pride Majin Vegeta,UR,Extreme,PHY,2019-06-26,2018-12-05,na,na,No,No,9126,9668,5827,11166,11468,7387,na,na,na,na,na,na,"Resurrected Warriors, Majin Buu Saga, Pure Saiyans, Vegeta's Family, Worthy Rivals, Super Saiyan 2, Corroded Body and Mind, Gifted Warriors, Power Beyond Super Saiyan",11588,https://dbz-dokkanbattle.fandom.com/wiki/Fight_for_Pride_Majin_Vegeta
Fighter Entrusted with Allies' Wishes Super Saiyan God Goku,UR,Super,PHY,2023-03-18,2023-03-18,na,na,No,No,13045,12170,10890,16445,15170,13490,na,na,na,na,na,na,"Realm of Gods, Pure Saiyans, Transformation Boost, Movie Heroes, Goku's Family, Super Saiyans, Kamehameha (Category), Exploding Rage, Turtle School, Miraculous Awakening, Legendary Existence, Bond of Friendship, Accelerated Battle, Battle of Fate, Power Beyond Super Saiyan, Bond of Parent and Child, Earth-Bred Fighters, Power of Wishes",12625,https://dbz-dokkanbattle.fandom.com/wiki/Fighter_Entrusted_with_Allies%27_Wishes_Super_Saiyan_God_Goku
Fighter of the Mechanical Planet Metal Cooler,UR,Extreme,STR,2022-09-09,2022-09-09,2022-09-13,2022-09-13,Yes,Yes,8647,8625,5252,10447,10665,6812,11159,11129,6619,12959,13169,8179,"Resurrected Warriors, Movie Bosses, Wicked Bloodline, Artificial Life Forms, Terrifying Conquerors, Target: Goku, Revenge, Corroded Body and Mind, Accelerated Battle",12515,https://dbz-dokkanbattle.fandom.com/wiki/Fighter_of_the_Mechanical_Planet_Metal_Cooler
Final Super Power Super Saiyan God SS Goku (Kaioken),UR,Super,STR,2019-12-09,2020-04-01,2023-07-21,2023-02-13,Yes,Yes,12900,14490,8063,15900,17890,10663,16577,18703,10108,19577,22103,12708,"Universe Survival Saga, Realm of Gods, Pure Saiyans, Full Power, Representatives of Universe 7, Goku's Family, Kamehameha (Category), Bond of Master and Disciple, Final Trump Card, All-Out Struggle, Turtle School, Mastered Evolution, Bond of Friendship, Accelerated Battle, Power Beyond Super Saiyan, Bond of Parent and Child, Earth-Bred Fighters, Super Heroes, Power of Wishes",11854,https://dbz-dokkanbattle.fandom.com/wiki/Final_Super_Power_Super_Saiyan_God_SS_Goku_(Kaioken)
Fire of Vengeance Golden Frieza,UR,Extreme,TEQ,2017-01-25,2016-09-15,2019-12-20,2019-04-09,Yes,Yes,11350,10980,6475,13950,14380,9475,14341,13853,7907,16941,17253,10907,"Resurrected Warriors, Movie Bosses, Full Power, Transformation Boost, Wicked Bloodline, Terrifying Conquerors, Target: Goku, Revenge, Inhuman Deeds, Gifted Warriors, Planetary Destruction, Mastered Evolution, Sworn Enemies, Battle of Fate, Power of Wishes",1739,https://dbz-dokkanbattle.fandom.com/wiki/Fire_of_Vengeance_Golden_Frieza
First Friend Broly (Kid),UR,Extreme,INT,2020-07-20,2020-02-10,2020-07-20,2020-02-10,Yes,Yes,7478,8575,4367,9878,10975,6767,9461,10928,5300,11861,13328,7700,"Pure Saiyans, Youth, Gifted Warriors, Bond of Friendship",11893,https://dbz-dokkanbattle.fandom.com/wiki/First_Friend_Broly_(Kid)
First Step as a Warrior Super Saiyan 2 Kale,UR,Super,INT,2020-08-17,2020-06-04,2021-12-15,2021-10-08,Yes,Yes,10366,8101,6248,12166,9901,8048,13457,10429,7950,15257,12229,9750,"Universe Survival Saga, Peppy Gals, Pure Saiyans, Full Power, Universe 6, Super Saiyan 2, Rapid Growth, Miraculous Awakening, Bond of Friendship, Power Beyond Super Saiyan",12040,https://dbz-dokkanbattle.fandom.com/wiki/First_Step_as_a_Warrior_Super_Saiyan_2_Kale
Flaming Avenger Nuova Shenron,UR,Super,PHY,2021-02-01,2020-10-30,na,na,No,No,10962,10797,7296,14362,13797,9896,na,na,na,na,na,na,"Shadow Dragon Saga, Resurrected Warriors, Worthy Rivals, GT Bosses, Accelerated Battle",12097,https://dbz-dokkanbattle.fandom.com/wiki/Flaming_Avenger_Nuova_Shenron
Flaring Battle Impulse Super Saiyan God Goku,UR,Super,AGL,2018-05-15,2018-03-18,2023-03-23,2023-03-23,Yes,Yes,10820,10089,7438,13420,13089,10838,13795,12817,9272,16395,15817,12672,"Realm of Gods, Universe Survival Saga, Pure Saiyans, Representatives of Universe 7, Goku's Family, Kamehameha (Category), Turtle School, Miraculous Awakening, Legendary Existence, Bond of Friendship, Accelerated Battle, Power Beyond Super Saiyan, Bond of Parent and Child, Earth-Bred Fighters, Super Heroes",11359,https://dbz-dokkanbattle.fandom.com/wiki/Flaring_Battle_Impulse_Super_Saiyan_God_Goku
Flash of Hatred for Peace Piccolo Jr.,UR,Extreme,AGL,na,2023-08-11,na,na,No,No,8750,8712,6160,10310,10512,8200,na,na,na,na,na,na,"World Tournament, Namekians, Terrifying Conquerors, Target: Goku, Revenge, Gifted Warriors, Entrusted Will, Worldwide Chaos, Battle of Fate, Earth-Bred Fighters",12719,https://dbz-dokkanbattle.fandom.com/wiki/Flash_of_Hatred_for_Peace_Piccolo_Jr.
Flying High in the Clouds Arale Norimaki,UR,Super,TEQ,na,2017-04-24,na,na,No,No,8481,7725,5091,10041,9765,6891,na,na,na,na,na,na,"Artificial Life Forms, Youth, Crossover",11062,https://dbz-dokkanbattle.fandom.com/wiki/Flying_High_in_the_Clouds_Arale_Norimaki
Foe Elimination Circuit Android 13,UR,Extreme,AGL,2020-04-02,2019-11-29,na,na,No,No,15075,12750,9150,17675,15750,12550,na,na,na,na,na,na,"Movie Bosses, Androids, Transformation Boost, Artificial Life Forms, Target: Goku, Power Absorption, Fused Fighters",11827,https://dbz-dokkanbattle.fandom.com/wiki/Foe_Elimination_Circuit_Android_13
Followers of His Ideals Zarbon & Dodoria,UR,Extreme,TEQ,2021-09-09,2021-09-09,2021-09-23,2021-09-23,Yes,Yes,8881,8874,4823,10441,10914,6623,11472,11463,6045,13032,13503,7845,"Planet Namek Saga, Dragon Ball Seekers, Joined Forces, Terrifying Conquerors, Space-Traveling Warriors",12300,https://dbz-dokkanbattle.fandom.com/wiki/Followers_of_His_Ideals_Zarbon_%26_Dodoria
